timestamp,logger,level,message
2026-04-21 11:55:44,backend.app,INFO,Processing message: My dad had to be admitted to the ICU last night an...
2026-04-21 11:55:45,backend.app,INFO,"Classification result: urgent=True, confidence=0.9941"
2026-04-21 19:05:30,backend.app,INFO,Processing message: Thanks for forwarding me this info. I'll get back ...
2026-04-21 19:05:31,backend.app,INFO,"Classification result: urgent=True, confidence=0.5534"
